id,beskrivelse,kode,kodenr_delete,art,box1,box2,box3,box4,box5,box6,box7,box8,box9,box10,box11,box12,box13,box14,kodenr,fiscal_year
893,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,81,0
894,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,81,0
197,Ordrelistevisning,ordrer,18,OLV,"247114,247108,247107,247104,247099,247098,247082,247079,247068,247058,247044,247002,246998,246995,246981,246977,246962,246960,246954,246953,246944,246942,246916,246914,246913,246910,246901,246849,246800,246793,246779,246764,246759,246746,246709,246708,246695,246694,246653,246646,246645,246643,246642,246634,246628,246589,246585,246584,246582,246571,246569,246564,246560,246552,246550,246549,246547,246534,246533,246532,246529,246526,246504,246501,246489,246488,246487,246440,246438,246431,246413,246394,246380,246372,246359,246356,246352,246347,246338,246331,246324,246318,246316,246301,246299,246298,246297,246295,246294,246293,246292,246261,246260,246235,246185,246174,246160,246131,246129",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr desc,"





",",,,,,on,,",,,,,18,0
120,Ordrelistevisning,faktura,10,OLV,"101687,101686,101685,101684,101682,101681,101680,101679,101678,101677,101675,101674,101670,101667,101666,101654,101649,101645,101624,101620,101612,101611,101602,101589,101587,101584,101583,101573,101561,101559,101558,101555,101554",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"


110520



Internet
",",,,,,,,on,,",,,,,10,0
236,Ordrelistevisning,ordrer,23,OLV,,../index/menu.php,"ordrenr,kundeordnr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",0,100,100,100,150,100,100","right,left,left,left,left,left,left,right","Ordrenr.,internet,Ordre dato,Lev dato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"



40723244


",",,,,,,on,,",,,,,23,0
69,Ordrelistevisning,tilbud,1,OLV,"616,617,609,565,586,521,429,386,365,283,265,204,203,149",/index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,ordrenr desc,"




",",,,,,,",,,,,1,0
462,Ordrelistevisning,faktura,50,OLV,128642,../index/menu.php,"ordrenr,kundeordnr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum_m_moms",",0,100,100,100,100,150,100,100,100","right,left,left,right,left,left,left,left,left,right","Ordrenr.,internet,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"
51459







",",,,,,,,,on,,",,,,,50,0
583,ordrelistevisning,ordrer,,OLV,"207847,207846,207830,207809,207797,207796,207793,207754,207721,207719,207716,207700,207689,207668,207623,207622,207620,207602,207599,207596,207590,207582,207551,207519,207504,207467,207464,207435,207433,207421,207418,207389,207361,207339,207274,207266,207263,207222,207208,207184,207180,207168,207156,207144,207134,207119,207118,207107,207050,207045,207032,207008,207002,206991,206967,206950,206911,206882,206860,206840,206821,206810,206794,206793,206748,206746,206714,206710,206703,206688,206670,206640,206617,206564,206562,206519,206518,206517,206516,206511,206510,206500,206496,206453,206443,206370,206369,206364,206357,206354,206314,206313,206263,206242,206222,206206,206192,206099,206051",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,,"





",",,,,,on,,",,,,,44,0
872,ordrelistevisning,ordrer,,OLV,"238533,238530,238528,238527,238525,238518,238513,238510,238509,238508,238507,238506,238505,238504,238503,238502,238501,238500,238499,238498,238497,238496,238495,238494,238493,238492,238491,238490,238489,238488,238487,238486,238485,238484,238483,238482,238481,238480,238479,238478,238477,238476,238475,238474,238473,238472,238471,238470,238469,238468,238467,238466,238465,238464,238463,238462,238461,238460,238459,238458,238457,238456,238455,238453,238452,238451,238450,238449,238448,238447,238446,238445,238444,238443,238442,238441,238440,238439,238438,238437,238435,238434,238433,238432,238431,238430,238429,238428,238427,238426,238425,238424,238421,238420,238419,238418,238417,238416,238415",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,,"





",",,,,,on,,",,,,,79,0
379,Ordrelistevisning,faktura,38,OLV,"165475,132143,100471",../index/menu.php,"ordrenr,betalings_id,kundeordnr,ordredate,fakturanr,fakturadate,felt_1,kontonr,firmanavn,ref,sum_m_moms",",50,100,100,100,100,100,150,100,100,100","right,left,left,left,right,left,left,left,left,left,right","Ordrenr.,HA_,internet,Ordredato,Fakt.nr.,Fakt.dato,Betaling,Konto,Firmanavn,Sælger,Fakturasum",30,ordrenr desc,"






21199226


",",,,,,,,,,on,,",,,,,38,0
431,Ordrelistevisning,faktura,30,OLV,"199721,175031,172167",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,kundeordnr,kontonr,firmanavn,ref,sum,email,",",100,100,100,100,150,100,100,100,50,50","right,left,right,left,left,left,left,left,right,left,left","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Internet,Kontonr.,Firmanavn,Sælger,Fakturasum,,",100,ordrenr desc,"




40548443




",",,,,,,,on,,,,",,,,,30,0
395,ordrelistevisning,ordrer,40,OLV,227813,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum,shop_id",",100,100,100,150,100,100,50","right,left,left,left,left,left,right,left","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum,internet",100,ordrenr desc,"140931






",",,,,,on,,,",,,,,40,0
776,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"26747406






",,,,,69,0
509,ordrelistevisning,ordrer,57,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr desc,"122294





",",,,,,on,,",,,,,57,0
264,Ordrelistevisning,faktura,22,OLV,"238747,168941",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"




28343259


",",,,,,,,on,,",,,,,22,0
529,ordrelistevisning,ordrer,61,OLV,11121,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"4064





",",,,,,on,,",,,,,61,0
889,ordrelistevisning,faktura,,OLV,98907,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"




40300865


",",,,,,,,on,,",,,,,81,0
62,Ordrelistevisning,faktura,2,OLV,,../index/menu.php,"ordrenr,,sum_m_moms,kundeordnr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref",",50,100,100,100,100,100,100,150,100,100","left,right,left,left,left,right,left,left,left,left,left","Ordrenr,Ordrenr.,,internet,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger",100,ordrenr desc,"







27252501

",",,,,,,,,,,on,",,,,,2,0
520,ordrelistevisning,ordrer,59,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"


90


",",,,,,on,,",,,,,59,0
545,ordrelistevisning,faktura,63,OLV,59971,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,kundeordnr,kontonr,firmanavn,ref,sum",",100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,internet,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"




20970000


",",,,,,,,on,,",,,,,63,0
270,Ordrelistevisning,ordrer,27,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,firmanavn,"24300





",",,,,,,,",,,,,27,0
76,ordrelistevisning,ordrer,6,OLV,"225291,225298,225299,225308,225674,225833,225834,225835,225837,225948,226042,226091,226259,226295,226413,226541,226554,226941,227245,227503,227750,227877,227906,228113,228512,228699,228756,228801,228834,229128,229131,229181,229355,229761,229964,230000,230160,230191,230192,230193,230524,230579,230602,230727,230731,230781,231083,231171,231227,231317,231456,231476,231501,231588,231633,231644,231853,231867,231872,231926,231929,232037,232038,232039,232114,232118,232141,232168,233540,233601,233602,233801,233925,234138,234176,234226,234267,234345,234411,234460,234468,234478,234566,234567,234740,234745,234746,234759,234783,234899,234900,234905,234977,235276,235315,235367,235453,235466,235505,235523,235536,235558,235559,235646,235685,235686,235810,239573,239752,239931,240474,240590,240604,240628,240732,240734,240736,240737,240738,241052,241329,241332,241380,241532,241583,241585,241607,241749,241765,241845,241847,241870,241872,241874,241938,241949,241979,242082,242083,242085,242180,242196,242197,242230,242232,242304,242307,242320,242377,242460,242473,242485,242486,242492,242522,242558,242605,242608,242644,242979,243012,243031,243080,243104,243112,243113,243203,243233,243270,243273,243310,243315,243457,243458",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr,"




Deniz H
",",,,,,on,,",,,,,6,0
80,Ordrelistevisning,ordrer,8,OLV,"22433,22327,22278,22234,22068,22035,21873,21846,21814,21813,21777,21748,21703,21629,21619,21577,21562,21538,21481,21472,21449,21387,21308,21274,21131,21030,21015,20984,20870,20808,20650,20601,20568,20466,20339,20338,20337,20015,19971,19948,19938,19920,19915,19900,19802,19779,19764,19762,19741,19556,19533,19519,19484,19483,19468,19414,19350,19348,19343,19302,19152,19121,19119,19104,19076,19040,18976,18965,18958,18934,18673,18627,18610,18570,18559,18523,18466,18371,18327,18316,18304,18239,18143,17939,17926,17917,17884,17832,17796,17789,17779,17686,17608,17603,17567,17461,17323,16996,16949",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"





",",,,,,,,",,,,,8,0
812,debitorlistevisning,historik,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,36,0
219,Ordrelistevisning,ordrer,20,OLV,"152486,152485,152483,152482,152481,152480,152479,152478",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr desc,"
57366




",",,,,,on,,",,,,,20,0
82,Ordrelistevisning,tilbud,8,OLV,"149,203,204,265,283,365,386,429,470",../index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,ordrenr,"




",",,,,,,",,,,,8,0
385,Ordrelistevisning,ordrer,39,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr,"


20550690


",",,,,,on,,",,,,,39,0
277,Ordrelistevisning,ordrer,28,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum,kundeordnr",",100,100,100,150,100,100,100","right,left,left,left,left,left,right,left","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum,Internet",100,ordrenr desc,"


21839980



",",,,,,on,,,",,,,,28,0
549,ordrelistevisning,ordrer,64,OLV,"189192,189191,189188,189187,189186,189184,189181,189173,189165,189162,189142,189136,189134,189127,189120,189114,187466",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,firmanavn,"
d




",",,,,,on,,",,,,,64,0
450,ordrelistevisning,ordrer,47,OLV,"180238,180237,180236,180231,180227,180214,180207,180171,180170,180169,180168,180160,180155,180136,180135,180129,180113,180098,180079,180026,180004,180003,179992,179991,179990,179973,179969,179968,179966,179965,179946,179923,179902,179877,179874,179868,179855,179851,179850,179848,179837,179836,179834,179833,179825,179815,179810,179800,179797,179796,179795,179777,179768,179762,179748,179739,179741,179736,179716,179708,179691,179683,179663,179661,179644,179604,179600,179598,179597,179564,179559,179547,179545,179544,179542,179541,179491,179469,179420,179419,179418,179394,179368,179367,179364,179363,179354,179339,179336,179328,179321,179309,179304,179299,179296,179280,179247,179221,179197",../index/menu.php,"ordrenr,fakturanr,,ordredate,levdate,kontonr,firmanavn,ref,sum",",0,0,100,100,100,150,100,100","right,left,left,left,left,left,left,left,right","Ordrenr.,faktura nr.,,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,47,0
907,ordrelistevisning,faktura,,OLV,"241906,241905,241904,241903,241902,241901,241900,241899,241897,241896,241895,241894,241893,241890,241888,241887,241885,241880,241878,241877,241876,241875,241873,241869,241868,241865,241864,241863,241859,241858,241857,241853,241850,241848,241844,241842,241840,241839,241838,241836,241837,241835,241834,241833,241831,241830,241829,241828,241827,241826,241825,241824,241823,241822,241821,241820,241819,241818,241817,241816,241815,241814,241812,241811,241810,241807,241806,241805,241802,241798,241797,241794,241795,241792,241790,241789,241788,241787,241786,241785,241784,241781,241780,241779,241775,241774,241773,241770,241772,241769,241767,241762,241761,241760,241759,241756,241755,241754,241751",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,,"







",",,,,,,,on,,",,,,,84,0
95,Ordrelistevisning,tilbud,6,OLV,"586,521,429,386,365,283,265,204,203,149",../index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,ordrenr desc,"




",",,,,,,",,,,,6,0
207,Ordrelistevisning,faktura,19,OLV,,../index/menu.php,"ordrenr,betalings_id,kundeordnr,ordredate,felt_1,ref,sum_m_moms",",100,100,100,100,100,100","right,left,left,left,left,left,right","Ordrenr.,HA,Internet,Ordredato,Betaling,Sælger,Faktura",100,ordrenr desc,"





75652",",,,,,on,,",,,,,19,0
