id,beskrivelse,kode,kodenr_delete,art,box1,box2,box3,box4,box5,box6,box7,box8,box9,box10,box11,box12,box13,box14,kodenr,fiscal_year
286,kreditorlistevisning,kreditor,15,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,kontonr,"
*Schou*






",,,,,15,0
786,ordrelistevisning,ordrer,,OLV,"256191,255788,255761,255704,255698,255697,255485,255449,255438,255436,255367,255270,255052,255042,254360,254140,254090,253672,253669,253508,253231,252986,252972,252826,252825,252824,252282,250678,250676,250672,250663,250593,250458,250137,250136,250135,249662,249359,249349,249336,248883,248438,248333,247943,247902,247893,247847,247843,247419,247375,247290,246910,246121,246107,245682,245265,245257,245215,245131,245113,245105,244955,244953,244952,244773,244759,244470,244311,244181,244156,244131,243965,243952,243932,243885,243884,243751,243513,243512,243510,242761,242758,242618,242392,241879,241587,241584,241570,241568,241201,241200,241099,241096,241056,241037,240916,240912",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"




Thomas C
",",,,,,on,,",,,,,71,0
262,kreditorlistevisning,kreditor,26,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,26,0
900,ordrelistevisning,faktura,,OLV,"256190,256189,256188,256187,256184,256181,256180,256179,256176,256175,256173,256171,256170,256169,256168,256167,256165,256166,256164,256163,256162,256160,256159,256158,256157,256156,256154,256153,256152,256151,256150,256149,256147,256146,256145,256144,256142,256141,256140,256139,256138,256136,256135,256134,256133,256132,256130,256128,256125,256124,256123,256122,256120,256118,256117,256116,256115,256114,256113,256112,256111,256110,256109,256108,256107,256106,256105,256104,256103,256102,256101,256100,256099,256098,256097,256096,256095,256094,256093,256092,256091,256090,256089,256088,256087,256086,256085,256084,256083,256082,256081,256080,256079,256078,256077,256076,256075,256074,256073",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,83,0
512,ordrelistevisning,faktura,57,OLV,"201540,201538,201534,201532,201530,201529,201516,201514,201510,201509,201504,201503,201501,201500,201498,201497,201495,201493,201492,201488,201485,201486,201484,201483,201482,201481,201480,201479,201478,201477,201476,201475,201474,201473,201471,201470,201469,201468,201467,201466,201465,201464,201463,201462,201461,201459,201458,201457,201454,201453,201451,201448,201447,201446,201442,201441,201440,201438,201435,201432,201430,201429,201428,201427,201426,201424,201422,201421,201418,201417,201416,201415,201414,201409,201405,201404,201402,201401,201398,201397,201396,201393,201392,201394,201388,201389,201387,201386,201385,201384,201383,201382,201381,201380,201379,201378,201377,201376,201375",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum,kundeordnr",",100,100,100,100,150,100,100,100,50","right,left,right,left,left,left,left,left,right,left","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum,internet",100,ordrenr desc,"








",",,,,,,,on,,,",,,,,57,0
141,ordrelistevisning,faktura,9,OLV,255975,../index/menu.php,"ordrenr,betalings_id,kundeordnr,ordredate,fakturanr,fakturadate,kontonr,ref,firmanavn,sum_m_moms",",100,100,100,100,100,100,120,150,100","left,left,left,left,left,left,left,left,left,right","Ordrenr.,HAnr,Internet,Ordredato,Fakt.nr.,Fakt.dato,Kontonr.,Sælger,Navn,Beløb",100,ordrenr desc,"





27521097


",",,,,,,,on,,,",,,,,9,0
261,debitorlistevisning,debitor,26,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,26,0
372,debitorlistevisning,debitor,30,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"
warholm





",,,,,30,0
289,Bilag og dokumenter,,1,bilag,,,,,,on,on,,,,,,,,1,0
260,kreditorlistevisning,kreditor,5,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,5,0
263,kreditorlistevisning,kreditor,19,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,19,0
17,2014/15,,1,RA_x,10,2014,09,2015,on,0,2017-10-01,14:33:57,on,,,,,,1,0
915,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"1






",,,,,85,0
265,debitorlistevisning,debitor,21,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"1






",,,,,21,0
537,2022/2023,,6,RA,10,2022,09,2023,on,84306,2024-02-22,16:25:26,on,,,,,,6,0
29,Div_valg (Rykker),,4,DIV,,,,,10,10,10,,,,,,,,4,0
947,order_list_view,invoice,,OLV,"255549,255548,255546,255541,255540,255539,255537,255535,255534,255532,255530,255529,255527,255526,255524,255523,255522,255521,255519,255518,255517,255515,255512,255508,255505,255507,255504,255502,255501,255499,255498,255497,255496,255495,255494,255493,255492,255491,255490,255489,255487,255486,255483,255482,255480,255477,255476,255474,255470,255469,255468,255466,255465,255463,255460,255459,255458,255456,255455,255453,255451,255450,255448,255447,255446,255445,255444,255443,255441,255439,255434,255433,255431,255430,255429,255427,255426,255425,255424,255423,255422,255421,255419,255418,255417,255415,255413,255412,255411,255410,255409,255408,255407,255406,255405,255404,255402,255401,255400",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,,"







",",,,,,,on,on,",,,,,86,0
61,debitorlistevisning,debitor,2,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,kontonr,"40330140






",,,,,2,0
571,debitorlistevisning,rental,13,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn,5	35	10	10	10	10,right	left	left	left	left	left,,50,,,,,,,,13,0
873,ordrelistevisning,faktura,,OLV,,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,,"







",",,,,,,,on,,",,,,,79,0
441,kreditorlistevisning,kreditor,45,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"
*zhejiang*






",,,,,45,0
439,Ordrelistevisning,ordrer,45,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr desc,"110158





",",,,,,on,,",,,,,45,0
916,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,85,0
70,debitorlistevisning,debitor,1,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"1






",,,,,1,0
151,debitorlistevisning,debitor,13,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"
luna





",,,,,13,0
886,ordrelistevisning,ordrer,,OLV,"241721,241717,241714,241712,241642,241619,241610,241609,241607,241606,241600,241590,241588,241587,241586,241585,241584,241583,241581,241580,241571,241570,241568,241567,241545,241532,241528,241518,241482,241475,241458,241453,241440,241438,241437,241430,241416,241412,241387,241380,241379,241371,241366,241332,241330,241329,241302,241290,241289,241273,241270,241260,241234,241225,241221,241217,241206,241201,241200,241198,241196,241164,241161,241159,241137,241113,241112,241108,241099,241096,241094,241056,241054,241052,241037,241007,240957,240956,240951,240923,240916,240912,240890,240858,240855,240839,240836,240834,240833,240832,240830,240827,240813,240805,240768,240767,240759,240738,240737",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"





",",,,,,on,,",,,,,81,0
773,ordrelistevisning,ordrer,,OLV,242097,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum",",100,100,100,100,100,100","right,left,left,left,left,left,right","Ordre,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr,"


40301321


",",,,,,on,,",,,,,69,0
937,ordrelistevisning,faktura,,OLV,254733,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum,kundeordnr",",100,100,100,100,150,100,100,100,50","right,left,right,left,left,left,left,left,right,left","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum,internet",100,ordrenr desc,"




26746633



",",,,,,,,on,,",,,,,89,0
101,debitorlistevisning,debitor,8,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,firmanavn,"30494946







",,,,,8,0
94,debitorlistevisning,debitor,6,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,kontonr desc,"40462714






",,,,,6,0
142,debitorlistevisning,debitor,9,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig	email,5	35	10	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse	Postnr	By	Kontakt	Telefon	Sælger	email,100,									,,"







",,,,,9,0
134,debitorlistevisning,debitor,15,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,15,0
267,debitorlistevisning,debitor,22,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,22,0
273,debitorlistevisning,debitor,25,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"23231303






",,,,,25,0
278,kreditorlistevisning,kreditor,6,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,6,0
266,kreditorlistevisning,kreditor,21,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,21,0
281,debitorlistevisning,debitor,28,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,28,0
282,kreditorlistevisning,kreditor,28,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,28,0
170,debitorlistevisning,debitor,14,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"20300304






",,,,,14,0
163,debitorlistevisning,historik,6,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"

utkesvej 19




",,,,,6,0
165,debitorlistevisning,historik,2,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,firmanavn desc,"
asbjørn






",,,,,2,0
477,Ordrelistevisning,faktura,48,OLV,"180318,180314,180311,180312,180310,180307,180305,180303,180301,180300,180299,180297,180296,180295,180293,180292,180291,180290,180287,180286,180285,180284,180283,180278,180276,180273,180274,180272,180271,180269,180266,180265,180263,180262,180261,180259,180258,180256,180253,180252,180251,180250,180246,180244,180242,180234,180232,180230,180229,180228,180226,180225,180224,180223,180220,180219,180217,180215,180214,180213,180212,180211,180208,180206,180205,180203,180199,180198,180197,180196,180195,180193,180192,180191,180188,180187,180186,180184,180183,180182,180181,180180,180179,180178,180177,180176,180174,180166,180164,180163,180161,180158,180156,180154,180153,180152,180151,180150,180149",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,48,0
171,debitorlistevisning,debitor,5,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"51504419






",,,,,5,0
172,debitorlistevisning,historik,5,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,5,0
180,2016/17,,3,RA_x,10,2016,09,2017,on,0,2017-10-01,14:33:03,on,,,,,,3,0
187,POS menu knapper,H,4,POSBUT,!Bogført Ø,4,6,50,120,B,00:00,24:00,,17,5,1,,,4,0
194,debitorlistevisning,historik,12,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"

Pilevej 20




",,,,,12,0
285,2018/19,,2,RA,10,2018,09,2019,on,72331,2023-11-13,16:48:20,on,,,,,,2,0
200,2017/18,,1,RA,10,2017,09,2018,on,38167,2019-10-08,12:12:53,on,,,,,,1,0
943,ordrelistevisning,faktura,,OLV,"248497,248496,248495,248494,248493,248492,248491,248489,248487,248486,248485,248483,248482,248480,248479,248478,248476,248475,248473,248472,248471,248466,248464,248461,248458,248456,248454,248453,248451,248450,248448,248443,248441,248439,248437,248436,248435,248432,248431,248430,248429,248427,248424,248423,248422,248421,248419,248418,248415,248414,248413,248412,248409,248407,248406,248405,248403,248401,248399,248397,248396,248395,248393,248392,248391,248389,248386,248388,248384,248382,248381,248380,248379,248378,248377,248376,248375,248374,248373,248372,247260,242084",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"
dd






",",,,,,,,on,,",,,,,86,0
212,debitorlistevisning,historik,9,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"






",,,,,9,0
214,debitorlistevisning,debitor,19,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,19,0
908,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,84,0
427,kreditorlistevisning,kreditor,25,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,25,0
195,Debitorrapportvisning,,1,KRV,,,,,,openpost,on;;;;;;,,,,,,,,1,0
503,Ordrelistevisning,faktura,56,OLV,"153960,153958,153955,153954,153953,153952,153951,153950,153949,153948,153947,153946,153944,153942,153941,153939,153938,153937,153936,153934,153931,153930,153929,153928,153927,153926,153925,153924,153923,153918,153917,153916,153915,153914,153913,153911,153912,153905,153904,153902,153900,153899,153898,153897,153895,153891,153894,153893,153892,153890,153889,153888,153886,153885,153884,153883,153882,153881,153880,153879,153878,153877,153874,153873,153872,153870,153869,153868,153867,153865,153864,153862,153859,153858,153857,153856,153855,153854,153852,153851,153850,153849,153848,153847,153846,153845,153844,153843,153842,153841,153840,153839,153836,153834,153832,153831,153828,153827",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,56,0
910,ordrelistevisning,ordrer,,OLV,"253578,253573,253549,253547,253545,253543,253537,253535,253508,253498,253493,253446,253441,253383,253381,253375,253363,253360,253359,253339,253337,253333,253326,253323,253321,253319,253289,253278,253276,253254,253250,253244,253231,253206,253199,253177,253176,253173,253172,253166,253157,253144,253143,253123,253106,253094,253052,253047,253045,253044,253039,253034,253018,253015,252996,252993,252986,252975,252972,252970,252904,252888,252844,252829,252826,252825,252824,252823,252800,252797,252747,252740,252732,252723,252718,252714,252703,252681,252666,252660,252656,252655,252651,252649,252629,252620,252609,252602,252599,252569,252563,252557,252537,252533,252530,252527,252526,252516,252506",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,,"





",",,,,,on,,",,,,,85,0
245,Ordrelistevisning,ordrer,24,OLV,,../index/menu.php,"ordrenr,kundeordnr,addr1,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,100,150,100,100","right,left,left,left,left,left,left,right","Ordrenr.,internet,Adresse,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"
89565





",",,,,,,on,,",,,,,24,0
131,Ordrelistevisning,faktura,12,OLV,,../index/menu.php,"ordrenr,,kundeordnr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,100,100,100,150,100,100,100","right,left,left,left,right,left,left,left,left,left,left","Ordrenr.,,Internet,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"



45854





",",,,,,,,,,on,,",,,,,12,0
255,kreditorlistevisning,kreditor,13,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,13,0
256,kreditorlistevisning,kreditor,19,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,19,0
291,kreditorlistevisning,kreditor,29,KLV,,,kontonr	firmanavn	cvrnr	addr1	postnr	bynavn	betalingsdage	tlf	email	cvrnr,10	30	10	8	5	10	5	8	8	0,right	left	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	CVR	Adresse	Postnr	By	Betalingsdage	Telefon	Email	CVR,100,									,firmanavn,"








",on,,,,29,0
526,ordrelistevisning,faktura,60,OLV,"166593,166592,166589,166588,166587,166584,166583,166581,166579,166578,166576,166574,166573,166571,166568,166567,166566,166565,166563,166559,166561,166558,166556,166555,166552,166551,166549,166547,166548,166546,166545,166543,166542,166544,166541,166540,166539,166538,166537,166536,166535,166534,166533,166532,166531,166530,166529,166528,166527,166526,166525,166524,166523,166522,166521,166520,166519,166518,166517,166516,166515,166514,166513,166512,166511,166510,166509,166508,166507,166506,166505,166504,166503,166502,166500,166499,166498,166496,166493,166492,166490,166489,166486,166485,166483,166481,166480,166478,166477,166474,166472,166470,166467,166466,166460,166456,166454,166453,166451",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,,"







",",,,,,,,on,,",,,,,60,0
300,debitorlistevisning,debitor,29,DLV,11,3,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse	Postnr	By	Kontakt	Telefon	Sælger,100,								,,"72555521






",on,,,,29,0
901,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,83,0
136,Ordrelistevisning,ordrer,15,OLV,,../kreditor/kreditorkort.php?id=23703,"ordrenr,betalings_id,ordredate,levdate,kontonr,firmanavn,ref,sum",",100,100,100,100,150,100,100","right,left,left,left,left,left,left,right","Ordrenr.,HAnr,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,firmanavn,"
ha_16265





",",,,,,,,,",,,,,15,0
130,Ordrelistevisning,ordrer,12,OLV,"117932,117928",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"
12




",",,,,,on,,",,,,,12,0
